"","mp.top.term","MGI.ID","MP.ID","MP.Term","mp.description","TS28.mutant.expression.detected","hp.top.term","HPO.superclass.description","mp.top.description"
"617","MP:0005380","MGI:96175","MP:0002884","abnormal pharyngeal arch morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"618","MP:0005380","MGI:104853","MP:0002151","abnormal neural tube morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"619","MP:0005380","MGI:88180","MP:0010117","abnormal lateral plate mesoderm morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"620","MP:0005380","MGI:101757","MP:0000930","wavy neural tube","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"621","MP:0005380","MGI:1100864","MP:0008933","abnormal motile primary cilium physiology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"622","MP:0005380","MGI:104564","MP:0004920","increased placenta weight","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"623","MP:0005380","MGI:101791","MP:0002884","abnormal pharyngeal arch morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"624","MP:0005380","MGI:104564","MP:0004255","abnormal spongiotrophoblast layer morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"625","MP:0005380","MGI:104659","MP:0004132","absent embryonic cilia","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"626","MP:0005380","MGI:103577","MP:0005029","abnormal amnion morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"627","MP:0005380","MGI:104659","MP:0008029","abnormal paraxial mesoderm morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"628","MP:0005380","MGI:96608","MP:0003231","abnormal placenta vasculature","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"629","MP:0005380","MGI:103577","MP:0006372","impaired placental function","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"630","MP:0005380","MGI:1346832","MP:0002836","abnormal chorion morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"631","MP:0005380","MGI:88180","MP:0004559","small allantois","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"632","MP:0005380","MGI:95664","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"633","MP:0005380","MGI:105097","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"634","MP:0005380","MGI:1921367","MP:0004957","abnormal blastocyst morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"635","MP:0005380","MGI:104853","MP:0003400","kinked neural tube","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"636","MP:0005380","MGI:96608","MP:0001711","abnormal placenta morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"637","MP:0005380","MGI:1915363","MP:0001698","decreased embryo size","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"638","MP:0005380","MGI:87871","MP:0001697","abnormal embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"639","MP:0005380","MGI:101926","MP:0020350","fused pharyngeal arches","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"640","MP:0005380","MGI:1347476","MP:0011183","abnormal primitive endoderm morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"641","MP:0005380","MGI:95408","MP:0001722","pale yolk sac","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"642","MP:0005380","MGI:88180","MP:0003087","absent allantois","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"643","MP:0005380","MGI:95566","MP:0013200","head mesenchyme hypoplasia","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"644","MP:0005380","MGI:1347470","MP:0010117","abnormal lateral plate mesoderm morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"645","MP:0005380","MGI:96257","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"646","MP:0005380","MGI:101757","MP:0002151","abnormal neural tube morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"647","MP:0005380","MGI:103580","MP:0002672","abnormal pharyngeal arch artery morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"648","MP:0005380","MGI:104564","MP:0004260","enlarged placenta","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"649","MP:0005380","MGI:1306784","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"650","MP:0005380","MGI:1935147","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"651","MP:0005380","MGI:107516","MP:0011183","abnormal primitive endoderm morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"652","MP:0005380","MGI:103577","MP:0001711","abnormal placenta morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"653","MP:0005380","MGI:103580","MP:0013164","abnormal forelimb bud morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"654","MP:0005380","MGI:95407","MP:0001711","abnormal placenta morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"655","MP:0005380","MGI:88452","MP:0004711","persistence of notochord tissue","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"656","MP:0005380","MGI:95522","MP:0012183","decreased paraxial mesoderm size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"657","MP:0005380","MGI:99433","MP:0011186","abnormal visceral endoderm morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"658","MP:0005380","MGI:99433","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"659","MP:0005380","MGI:95523","MP:0004965","inner cell mass degeneration","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"660","MP:0005380","MGI:99604","MP:0002231","abnormal primitive streak morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"661","MP:0005380","MGI:2177178","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"662","MP:0005380","MGI:1100864","MP:0004131","abnormal motile primary cilium morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"663","MP:0005380","MGI:1096376","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"664","MP:0005380","MGI:105097","MP:0005223","abnormal dorsal-ventral polarity of the somites","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"665","MP:0005380","MGI:103580","MP:0005650","abnormal limb bud morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"666","MP:0005380","MGI:97513","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"667","MP:0005380","MGI:88381","MP:0001722","pale yolk sac","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"668","MP:0005380","MGI:102551","MP:0001698","decreased embryo size","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"669","MP:0005380","MGI:87986","MP:0004256","abnormal maternal decidual layer morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"670","MP:0005380","MGI:96067","MP:0001698","decreased embryo size","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"671","MP:0005380","MGI:88180","MP:0001726","abnormal allantois morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"672","MP:0005380","MGI:1349409","MP:0002718","abnormal inner cell mass morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"673","MP:0005380","MGI:96175","MP:0006340","abnormal fourth pharyngeal arch morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"674","MP:0005380","MGI:95522","MP:0001697","abnormal embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"675","MP:0005380","MGI:1096376","MP:0001697","abnormal embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"676","MP:0005380","MGI:95389","MP:0001679","thin apical ectodermal ridge","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"677","MP:0005380","MGI:88071","MP:0001711","abnormal placenta morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"678","MP:0005380","MGI:88071","MP:0003231","abnormal placenta vasculature","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"679","MP:0005380","MGI:104659","MP:0004066","abnormal primitive node morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"680","MP:0005380","MGI:95729","MP:0002151","abnormal neural tube morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"681","MP:0005380","MGI:1931256","MP:0011186","abnormal visceral endoderm morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"682","MP:0005380","MGI:95721","MP:0004259","small placenta","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"683","MP:0005380","MGI:95522","MP:0011732","decreased somite size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"684","MP:0005380","MGI:98505","MP:0012162","absent parietal endoderm","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"685","MP:0005380","MGI:95526","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"686","MP:0005380","MGI:1100864","MP:0004066","abnormal primitive node morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"687","MP:0005380","MGI:2443893","MP:0004131","abnormal motile primary cilium morphology","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"688","MP:0005380","MGI:101926","MP:0002884","abnormal pharyngeal arch morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"689","MP:0005380","MGI:95561","MP:0001722","pale yolk sac","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"690","MP:0005380","MGI:1351315","MP:0001698","decreased embryo size","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"691","MP:0005380","MGI:95283","MP:0002672","abnormal pharyngeal arch artery morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"692","MP:0005380","MGI:95566","MP:0000932","absent notochord","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"693","MP:0005380","MGI:95566","MP:0002151","abnormal neural tube morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"694","MP:0005380","MGI:88381","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"695","MP:0005380","MGI:109337","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"696","MP:0005380","MGI:88180","MP:0002836","abnormal chorion morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"697","MP:0005380","MGI:2387107","MP:0004255","abnormal spongiotrophoblast layer morphology","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"698","MP:0005380","MGI:103302","MP:0001676","abnormal apical ectodermal ridge morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"699","MP:0005380","MGI:95523","MP:0003231","abnormal placenta vasculature","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"700","MP:0005380","MGI:99604","MP:0001726","abnormal allantois morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"701","MP:0005380","MGI:95388","MP:0009074","Wolffian duct degeneration","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"702","MP:0005380","MGI:88180","MP:0011260","abnormal head mesenchyme morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"703","MP:0005380","MGI:1347466","MP:0006354","abnormal fourth pharyngeal arch artery morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"704","MP:0005380","MGI:96086","MP:0008533","abnormal anterior visceral endoderm morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"705","MP:0005380","MGI:1270862","MP:0001697","abnormal embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"706","MP:0005380","MGI:96920","MP:0002836","abnormal chorion morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"707","MP:0005380","MGI:1347470","MP:0004559","small allantois","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"708","MP:0005380","MGI:103580","MP:0013166","small forelimb buds","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"709","MP:0005380","MGI:96174","MP:0000933","abnormal rhombomere morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"710","MP:0005380","MGI:95566","MP:0003400","kinked neural tube","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"711","MP:0005380","MGI:95729","MP:0005650","abnormal limb bud morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"712","MP:0005380","MGI:95522","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"713","MP:0005380","MGI:1347476","MP:0002151","abnormal neural tube morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"714","MP:0005380","MGI:1346832","MP:0009593","absent chorion","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"715","MP:0005380","MGI:106918","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"716","MP:0005380","MGI:1347476","MP:0009331","absent primitive node","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"717","MP:0005380","MGI:1916147","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"718","MP:0005380","MGI:95662","MP:0001722","pale yolk sac","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"719","MP:0005380","MGI:95522","MP:0004957","abnormal blastocyst morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"720","MP:0005380","MGI:96247","MP:0003231","abnormal placenta vasculature","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"721","MP:0005380","MGI:95389","MP:0001676","abnormal apical ectodermal ridge morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"722","MP:0005380","MGI:1347481","MP:0006354","abnormal fourth pharyngeal arch artery morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"723","MP:0005380","MGI:1276116","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"724","MP:0005380","MGI:88473","MP:0001697","abnormal embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"725","MP:0005380","MGI:95523","MP:0001711","abnormal placenta morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"726","MP:0005380","MGI:88354","MP:0012102","absent trophectoderm","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"727","MP:0005380","MGI:88354","MP:0012119","increased trophectoderm apoptosis","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"728","MP:0005380","MGI:99851","MP:0001722","pale yolk sac","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"729","MP:0005380","MGI:95296","MP:0012805","decreased rhombomere 6 size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"730","MP:0005380","MGI:2148922","MP:0001698","decreased embryo size","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"731","MP:0005380","MGI:108045","MP:0004560","abnormal chorionic plate morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"732","MP:0005380","MGI:95522","MP:0011260","abnormal head mesenchyme morphology","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"733","MP:0005380","MGI:95522","MP:0002231","abnormal primitive streak morphology","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"734","MP:0005380","MGI:1347360","MP:0010736","abnormal extraembryonic ectoderm morphology","embryo phenotype","No","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"735","MP:0005380","MGI:96182","MP:0012796","abnormal rhombomere 4 morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"736","MP:0005380","MGI:95721","MP:0001711","abnormal placenta morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"737","MP:0005380","MGI:95566","MP:0002825","abnormal notochord morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"738","MP:0005380","MGI:2679260","MP:0001699","increased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"739","MP:0005380","MGI:95522","MP:0006386","absent somites","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"740","MP:0005380","MGI:88354","MP:0005028","abnormal trophectoderm morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"741","MP:0005380","MGI:99433","MP:0001697","abnormal embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"742","MP:0005380","MGI:88177","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"743","MP:0005380","MGI:95729","MP:0000930","wavy neural tube","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"744","MP:0005380","MGI:96242","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"745","MP:0005380","MGI:1859866","MP:0001698","decreased embryo size","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"746","MP:0005380","MGI:1347470","MP:0001726","abnormal allantois morphology","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"747","MP:0005380","MGI:1347476","MP:0003400","kinked neural tube","embryo phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","embryo phenotype"
"748","MP:0005381","MGI:1347476","MP:0000474","abnormal foregut morphology","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"749","MP:0005381","MGI:1347470","MP:0009706","absent midgut","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"750","MP:0005381","MGI:1347470","MP:0008786","abnormal hindgut morphology","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"751","MP:0005381","MGI:96537","MP:0000495","abnormal colon morphology","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"752","MP:0005381","MGI:891976","MP:0000473","abnormal stomach glandular epithelium morphology","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"753","MP:0005381","MGI:99560","MP:0000763","abnormal filiform papillae morphology","digestive/alimentary phenotype","No","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"754","MP:0005381","MGI:96537","MP:0002816","colitis","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"755","MP:0005381","MGI:88114","MP:0005211","increased stomach mucosa thickness","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"756","MP:0005381","MGI:101791","MP:0009146","abnormal pancreatic acinar cell morphology","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"757","MP:0005381","MGI:1099809","MP:0000762","abnormal tongue morphology","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"758","MP:0005381","MGI:1099809","MP:0013264","tongue ankylosis","digestive/alimentary phenotype","Yes","HP:0025031","Abnormality of the digestive system","digestive/alimentary phenotype"
"759","MP:0005382","MGI:88467","MP:0030279","thin neurocranium","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"760","MP:0005382","MGI:99604","MP:0002884","abnormal pharyngeal arch morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"761","MP:0005382","MGI:109172","MP:0030543","abnormal predentin morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"762","MP:0005382","MGI:96533","MP:0000088","short mandible","craniofacial phenotype","No","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"763","MP:0005382","MGI:88005","MP:0030090","short upper incisors","craniofacial phenotype","No","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"764","MP:0005382","MGI:1347466","MP:0006354","abnormal fourth pharyngeal arch artery morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"765","MP:0005382","MGI:103580","MP:0002672","abnormal pharyngeal arch artery morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"766","MP:0005382","MGI:88276","MP:0000346","broad head","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"767","MP:0005382","MGI:101926","MP:0020350","fused pharyngeal arches","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"768","MP:0005382","MGI:101926","MP:0002884","abnormal pharyngeal arch morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"769","MP:0005382","MGI:88467","MP:0000074","abnormal neurocranium morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"770","MP:0005382","MGI:1347481","MP:0006354","abnormal fourth pharyngeal arch artery morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"771","MP:0005382","MGI:1099809","MP:0000762","abnormal tongue morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"772","MP:0005382","MGI:96175","MP:0002884","abnormal pharyngeal arch morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"773","MP:0005382","MGI:96175","MP:0006340","abnormal fourth pharyngeal arch morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"774","MP:0005382","MGI:104853","MP:0006292","abnormal nasal placode morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"775","MP:0005382","MGI:1099809","MP:0013264","tongue ankylosis","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"776","MP:0005382","MGI:1347464","MP:0008789","abnormal olfactory epithelium morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"777","MP:0005382","MGI:95283","MP:0002672","abnormal pharyngeal arch artery morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"778","MP:0005382","MGI:88467","MP:0030278","thick neurocranium","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"779","MP:0005382","MGI:101791","MP:0002884","abnormal pharyngeal arch morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"780","MP:0005382","MGI:95523","MP:0000074","abnormal neurocranium morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"781","MP:0005382","MGI:99560","MP:0000763","abnormal filiform papillae morphology","craniofacial phenotype","No","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"782","MP:0005382","MGI:95728","MP:0004592","small mandible","craniofacial phenotype","No","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"783","MP:0005382","MGI:109172","MP:0002818","abnormal dentin morphology","craniofacial phenotype","Yes","HP:0000152","Abnormality of head or neck","craniofacial phenotype"
"784","MP:0005384","MGI:104659","MP:0004132","absent embryonic cilia","cellular phenotype","Yes","HP:0025354","Abnormal cellular phenotype","cellular phenotype"
"785","MP:0005384","MGI:3037816","MP:0030005","increased retinal apoptosis","cellular phenotype","Yes","HP:0025354","Abnormal cellular phenotype","cellular phenotype"
"786","MP:0005384","MGI:1100864","MP:0008933","abnormal motile primary cilium physiology","cellular phenotype","Yes","HP:0025354","Abnormal cellular phenotype","cellular phenotype"
"787","MP:0005384","MGI:2443893","MP:0004131","abnormal motile primary cilium morphology","cellular phenotype","No","HP:0025354","Abnormal cellular phenotype","cellular phenotype"
"788","MP:0005384","MGI:1347474","MP:0011057","absent brain ependyma motile cilia","cellular phenotype","No","HP:0025354","Abnormal cellular phenotype","cellular phenotype"
"789","MP:0005384","MGI:1353562","MP:0030005","increased retinal apoptosis","cellular phenotype","No","HP:0025354","Abnormal cellular phenotype","cellular phenotype"
"790","MP:0005384","MGI:1100864","MP:0004131","abnormal motile primary cilium morphology","cellular phenotype","Yes","HP:0025354","Abnormal cellular phenotype","cellular phenotype"
"791","MP:0005384","MGI:103556","MP:0001654","hepatic necrosis","cellular phenotype","Yes","HP:0025354","Abnormal cellular phenotype","cellular phenotype"
"792","MP:0005384","MGI:96436","MP:0001654","hepatic necrosis","cellular phenotype","Yes","HP:0025354","Abnormal cellular phenotype","cellular phenotype"
