"","mp.description","MGI.ID","MP.ID","MP.Term","TS28.mutant.expression.detected","mp.top.term.x","hp.top.term","HPO.superclass.description","mp.top.term.y"
"565","hematopoietic system phenotype","MGI:2444881","MP:0000691","enlarged spleen","Yes","MP:0005397","HP:0001871","Abnormality of blood and blood-forming tissues","MP:0005397"
"566","hematopoietic system phenotype","MGI:95408","MP:0005564","increased hemoglobin content","No","MP:0005397","HP:0001871","Abnormality of blood and blood-forming tissues","MP:0005397"
"567","hematopoietic system phenotype","MGI:2444881","MP:0000689","abnormal spleen morphology","Yes","MP:0005397","HP:0001871","Abnormality of blood and blood-forming tissues","MP:0005397"
"568","homeostasis/metabolism phenotype","MGI:96537","MP:0009355","increased liver triglyceride level","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"569","homeostasis/metabolism phenotype","MGI:103577","MP:0005244","hemopericardium","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"570","homeostasis/metabolism phenotype","MGI:96020","MP:0008807","increased liver iron level","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"571","homeostasis/metabolism phenotype","MGI:96560","MP:0010398","decreased liver glycogen level","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"572","homeostasis/metabolism phenotype","MGI:1306784","MP:0002192","hydrops fetalis","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"573","homeostasis/metabolism phenotype","MGI:95661","MP:0008603","decreased circulating interleukin-4 level","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"574","homeostasis/metabolism phenotype","MGI:96434","MP:0005418","abnormal circulating hormone level","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"575","homeostasis/metabolism phenotype","MGI:95662","MP:0005566","decreased blood urea nitrogen level","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"576","homeostasis/metabolism phenotype","MGI:96433","MP:0002192","hydrops fetalis","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"577","homeostasis/metabolism phenotype","MGI:109162","MP:0009356","decreased liver triglyceride level","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"578","homeostasis/metabolism phenotype","MGI:95661","MP:0008609","decreased circulating interleukin-13 level","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"579","homeostasis/metabolism phenotype","MGI:1298387","MP:0004486","decreased response of heart to induced stress","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"580","homeostasis/metabolism phenotype","MGI:2177469","MP:0009355","increased liver triglyceride level","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"581","homeostasis/metabolism phenotype","MGI:102720","MP:0004486","decreased response of heart to induced stress","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"582","homeostasis/metabolism phenotype","MGI:95664","MP:0002192","hydrops fetalis","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"583","homeostasis/metabolism phenotype","MGI:1915224","MP:0009356","decreased liver triglyceride level","No","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"584","homeostasis/metabolism phenotype","MGI:88452","MP:0001575","cyanosis","Yes","MP:0005376","HP:0001939","Abnormality of metabolism/homeostasis","MP:0005376"
"585","immune system phenotype","MGI:96537","MP:0002816","colitis","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"586","immune system phenotype","MGI:1330812","MP:0001860","liver inflammation","No","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"587","immune system phenotype","MGI:1342542","MP:0000691","enlarged spleen","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"588","immune system phenotype","MGI:95661","MP:0008609","decreased circulating interleukin-13 level","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"589","immune system phenotype","MGI:95661","MP:0008603","decreased circulating interleukin-4 level","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"590","immune system phenotype","MGI:101912","MP:0004956","decreased thymus weight","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"591","immune system phenotype","MGI:95561","MP:0001879","abnormal lymphatic vessel morphology","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"592","immune system phenotype","MGI:107508","MP:0001194","dermatitis","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"593","immune system phenotype","MGI:1098243","MP:0001805","decreased IgG level","No","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"594","immune system phenotype","MGI:88467","MP:0001861","lung inflammation","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"595","immune system phenotype","MGI:2177632","MP:0001860","liver inflammation","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"596","immune system phenotype","MGI:95482","MP:0001860","liver inflammation","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"597","immune system phenotype","MGI:1890081","MP:0001859","kidney inflammation","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"598","immune system phenotype","MGI:88450","MP:0004947","skin inflammation","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"599","immune system phenotype","MGI:88285","MP:0001860","liver inflammation","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"600","immune system phenotype","MGI:1195976","MP:0001194","dermatitis","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"601","immune system phenotype","MGI:96436","MP:0001860","liver inflammation","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"602","immune system phenotype","MGI:2444881","MP:0000689","abnormal spleen morphology","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"603","immune system phenotype","MGI:95561","MP:0010194","absent lymphatic vessels","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"604","immune system phenotype","MGI:2444881","MP:0000691","enlarged spleen","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"605","immune system phenotype","MGI:109173","MP:0001194","dermatitis","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"606","immune system phenotype","MGI:109177","MP:0001861","lung inflammation","Yes","MP:0005387","HP:0002715","Abnormality of the immune system","MP:0005387"
"607","integument phenotype","MGI:95489","MP:0009932","skin fibrosis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"608","integument phenotype","MGI:95489","MP:0005501","abnormal skin physiology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"609","integument phenotype","MGI:88354","MP:0003717","pallor","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"610","integument phenotype","MGI:88276","MP:0000379","decreased hair follicle number","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"611","integument phenotype","MGI:1099809","MP:0013721","abnormal mammary placode morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"612","integument phenotype","MGI:88450","MP:0001212","skin lesions","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"613","integument phenotype","MGI:1195272","MP:0004381","abnormal hair follicle melanocyte morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"614","integument phenotype","MGI:2687035","MP:0002060","abnormal skin morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"615","integument phenotype","MGI:104556","MP:0010300","increased skin tumor incidence","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"616","integument phenotype","MGI:109173","MP:0001195","flaky skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"617","integument phenotype","MGI:88450","MP:0004947","skin inflammation","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"618","integument phenotype","MGI:95523","MP:0001199","thin skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"619","integument phenotype","MGI:88276","MP:0000378","absent hair follicles","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"620","integument phenotype","MGI:95489","MP:0001200","thick skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"621","integument phenotype","MGI:87853","MP:0002095","abnormal skin pigmentation","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"622","integument phenotype","MGI:95489","MP:0003652","abnormal skin turgor","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"623","integument phenotype","MGI:1343498","MP:0000378","absent hair follicles","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"624","integument phenotype","MGI:88329","MP:0000377","abnormal hair follicle morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"625","integument phenotype","MGI:1276109","MP:0001211","wrinkled skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"626","integument phenotype","MGI:109173","MP:0001194","dermatitis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"627","integument phenotype","MGI:96223","MP:0001212","skin lesions","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"628","integument phenotype","MGI:99499","MP:0001212","skin lesions","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"629","integument phenotype","MGI:1858959","MP:0001190","reddish skin","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"630","integument phenotype","MGI:99499","MP:0001219","thick epidermis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"631","integument phenotype","MGI:109173","MP:0001222","epidermal hyperplasia","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"632","integument phenotype","MGI:1931001","MP:0002095","abnormal skin pigmentation","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"633","integument phenotype","MGI:88467","MP:0001200","thick skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"634","integument phenotype","MGI:1931001","MP:0003717","pallor","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"635","integument phenotype","MGI:96223","MP:0001195","flaky skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"636","integument phenotype","MGI:95489","MP:0005275","abnormal skin tensile strength","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"637","integument phenotype","MGI:1343498","MP:0000377","abnormal hair follicle morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"638","integument phenotype","MGI:1933331","MP:0001199","thin skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"639","integument phenotype","MGI:96223","MP:0001211","wrinkled skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"640","integument phenotype","MGI:3505689","MP:0001216","abnormal epidermal layer morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"641","integument phenotype","MGI:95523","MP:0011627","decreased skin pigmentation","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"642","integument phenotype","MGI:88276","MP:0011195","increased hair follicle apoptosis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"643","integument phenotype","MGI:109173","MP:0001212","skin lesions","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"644","integument phenotype","MGI:96223","MP:0005421","loose skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"645","integument phenotype","MGI:95523","MP:0001201","translucent skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"646","integument phenotype","MGI:88467","MP:0003089","decreased skin tensile strength","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"647","integument phenotype","MGI:95523","MP:0002060","abnormal skin morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"648","integument phenotype","MGI:1195272","MP:0001218","thin epidermis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"649","integument phenotype","MGI:95294","MP:0001218","thin epidermis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"650","integument phenotype","MGI:1933331","MP:0001190","reddish skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"651","integument phenotype","MGI:96223","MP:0001199","thin skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"652","integument phenotype","MGI:1355307","MP:0002060","abnormal skin morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"653","integument phenotype","MGI:96223","MP:0001201","translucent skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"654","integument phenotype","MGI:95294","MP:0001219","thick epidermis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"655","integument phenotype","MGI:96223","MP:0001214","skin hyperplasia","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"656","integument phenotype","MGI:95489","MP:0001198","tight skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"657","integument phenotype","MGI:109173","MP:0001219","thick epidermis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"658","integument phenotype","MGI:1931001","MP:0001199","thin skin","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"659","integument phenotype","MGI:1920970","MP:0001192","scaly skin","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"660","integument phenotype","MGI:95489","MP:0002060","abnormal skin morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"661","integument phenotype","MGI:1920970","MP:0000377","abnormal hair follicle morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"662","integument phenotype","MGI:2670972","MP:0001216","abnormal epidermal layer morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"663","integument phenotype","MGI:1920970","MP:0002060","abnormal skin morphology","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"664","integument phenotype","MGI:88450","MP:0002060","abnormal skin morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"665","integument phenotype","MGI:96223","MP:0001200","thick skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"666","integument phenotype","MGI:96223","MP:0002060","abnormal skin morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"667","integument phenotype","MGI:109173","MP:0001216","abnormal epidermal layer morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"668","integument phenotype","MGI:104627","MP:0002095","abnormal skin pigmentation","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"669","integument phenotype","MGI:1352754","MP:0001209","spontaneous skin ulceration","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"670","integument phenotype","MGI:88467","MP:0001214","skin hyperplasia","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"671","integument phenotype","MGI:1933331","MP:0001196","shiny skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"672","integument phenotype","MGI:1931001","MP:0002060","abnormal skin morphology","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"673","integument phenotype","MGI:96223","MP:0001196","shiny skin","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"674","integument phenotype","MGI:1195976","MP:0001194","dermatitis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"675","integument phenotype","MGI:1858959","MP:0001196","shiny skin","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"676","integument phenotype","MGI:104556","MP:0005501","abnormal skin physiology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"677","integument phenotype","MGI:107508","MP:0001194","dermatitis","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"678","integument phenotype","MGI:95294","MP:0001216","abnormal epidermal layer morphology","Yes","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"679","integument phenotype","MGI:1920970","MP:0001200","thick skin","No","MP:0010771","HP:0001574","Abnormality of the integument","MP:0010771"
"680","limbs/digits/tail phenotype","MGI:99484","MP:0000547","short limbs","No","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"681","limbs/digits/tail phenotype","MGI:103580","MP:0000550","abnormal forelimb morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"682","limbs/digits/tail phenotype","MGI:95278","MP:0000592","short tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"683","limbs/digits/tail phenotype","MGI:88467","MP:0000559","abnormal femur morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"684","limbs/digits/tail phenotype","MGI:99484","MP:0002109","abnormal limb morphology","No","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"685","limbs/digits/tail phenotype","MGI:95729","MP:0006280","abnormal digit development","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"686","limbs/digits/tail phenotype","MGI:88452","MP:0008158","increased diameter of femur","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"687","limbs/digits/tail phenotype","MGI:95729","MP:0000564","syndactyly","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"688","limbs/digits/tail phenotype","MGI:96389","MP:0003109","short femur","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"689","limbs/digits/tail phenotype","MGI:95688","MP:0002110","abnormal digit morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"690","limbs/digits/tail phenotype","MGI:96533","MP:0000550","abnormal forelimb morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"691","limbs/digits/tail phenotype","MGI:103580","MP:0013166","small forelimb buds","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"692","limbs/digits/tail phenotype","MGI:1096359","MP:0003051","curly tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"693","limbs/digits/tail phenotype","MGI:95524","MP:0004351","short humerus","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"694","limbs/digits/tail phenotype","MGI:88452","MP:0005108","abnormal ulna morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"695","limbs/digits/tail phenotype","MGI:88467","MP:0003109","short femur","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"696","limbs/digits/tail phenotype","MGI:88467","MP:0005296","abnormal humerus morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"697","limbs/digits/tail phenotype","MGI:99560","MP:0010233","hairless tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"698","limbs/digits/tail phenotype","MGI:95524","MP:0005296","abnormal humerus morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"699","limbs/digits/tail phenotype","MGI:95523","MP:0000549","absent limbs","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"700","limbs/digits/tail phenotype","MGI:1096359","MP:0000592","short tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"701","limbs/digits/tail phenotype","MGI:87873","MP:0000585","kinked tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"702","limbs/digits/tail phenotype","MGI:95278","MP:0000585","kinked tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"703","limbs/digits/tail phenotype","MGI:99602","MP:0002109","abnormal limb morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"704","limbs/digits/tail phenotype","MGI:88452","MP:0004351","short humerus","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"705","limbs/digits/tail phenotype","MGI:103302","MP:0001676","abnormal apical ectodermal ridge morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"706","limbs/digits/tail phenotype","MGI:95389","MP:0002109","abnormal limb morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"707","limbs/digits/tail phenotype","MGI:99602","MP:0000547","short limbs","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"708","limbs/digits/tail phenotype","MGI:95729","MP:0005650","abnormal limb bud morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"709","limbs/digits/tail phenotype","MGI:88452","MP:0008736","micromelia","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"710","limbs/digits/tail phenotype","MGI:95688","MP:0006280","abnormal digit development","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"711","limbs/digits/tail phenotype","MGI:88452","MP:0004356","radius hypoplasia","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"712","limbs/digits/tail phenotype","MGI:95524","MP:0004371","bowed femur","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"713","limbs/digits/tail phenotype","MGI:104659","MP:0000592","short tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"714","limbs/digits/tail phenotype","MGI:88452","MP:0002109","abnormal limb morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"715","limbs/digits/tail phenotype","MGI:95688","MP:0002544","brachydactyly","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"716","limbs/digits/tail phenotype","MGI:95729","MP:0000562","polydactyly","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"717","limbs/digits/tail phenotype","MGI:95524","MP:0004350","long humerus","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"718","limbs/digits/tail phenotype","MGI:95278","MP:0002111","abnormal tail morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"719","limbs/digits/tail phenotype","MGI:95524","MP:0004373","bowed humerus","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"720","limbs/digits/tail phenotype","MGI:88452","MP:0002764","short tibia","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"721","limbs/digits/tail phenotype","MGI:103580","MP:0013164","abnormal forelimb bud morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"722","limbs/digits/tail phenotype","MGI:88452","MP:0008163","increased diameter of ulna","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"723","limbs/digits/tail phenotype","MGI:95524","MP:0004348","long femur","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"724","limbs/digits/tail phenotype","MGI:103580","MP:0005650","abnormal limb bud morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"725","limbs/digits/tail phenotype","MGI:88452","MP:0000547","short limbs","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"726","limbs/digits/tail phenotype","MGI:1339758","MP:0002109","abnormal limb morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"727","limbs/digits/tail phenotype","MGI:88452","MP:0004359","short ulna","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"728","limbs/digits/tail phenotype","MGI:1096359","MP:0000585","kinked tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"729","limbs/digits/tail phenotype","MGI:95524","MP:0008158","increased diameter of femur","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"730","limbs/digits/tail phenotype","MGI:95729","MP:0002110","abnormal digit morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"731","limbs/digits/tail phenotype","MGI:1339753","MP:0000559","abnormal femur morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"732","limbs/digits/tail phenotype","MGI:88452","MP:0008161","increased diameter of radius","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"733","limbs/digits/tail phenotype","MGI:96172","MP:0003857","abnormal hindlimb zeugopod morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"734","limbs/digits/tail phenotype","MGI:95524","MP:0003109","short femur","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"735","limbs/digits/tail phenotype","MGI:88467","MP:0008152","decreased diameter of femur","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"736","limbs/digits/tail phenotype","MGI:95729","MP:0000556","abnormal hindlimb morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"737","limbs/digits/tail phenotype","MGI:88452","MP:0004355","short radius","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"738","limbs/digits/tail phenotype","MGI:1096359","MP:0003456","absent tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"739","limbs/digits/tail phenotype","MGI:95462","MP:0000550","abnormal forelimb morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"740","limbs/digits/tail phenotype","MGI:95389","MP:0001679","thin apical ectodermal ridge","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"741","limbs/digits/tail phenotype","MGI:88452","MP:0003109","short femur","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"742","limbs/digits/tail phenotype","MGI:103302","MP:0000585","kinked tail","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"743","limbs/digits/tail phenotype","MGI:95524","MP:0000559","abnormal femur morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"744","limbs/digits/tail phenotype","MGI:88452","MP:0008160","increased diameter of humerus","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"745","limbs/digits/tail phenotype","MGI:1339753","MP:0000558","abnormal tibia morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"746","limbs/digits/tail phenotype","MGI:96172","MP:0003855","abnormal forelimb zeugopod morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"747","limbs/digits/tail phenotype","MGI:87883","MP:0000558","abnormal tibia morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"748","limbs/digits/tail phenotype","MGI:88452","MP:0002544","brachydactyly","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"749","limbs/digits/tail phenotype","MGI:96173","MP:0000572","abnormal autopod morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"750","limbs/digits/tail phenotype","MGI:95389","MP:0001676","abnormal apical ectodermal ridge morphology","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"751","limbs/digits/tail phenotype","MGI:1339758","MP:0000547","short limbs","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"752","limbs/digits/tail phenotype","MGI:88452","MP:0008162","increased diameter of tibia","Yes","MP:0005371","HP:0040064","Abnormality of limbs","MP:0005371"
"753","liver/biliary system phenotype","MGI:106091","MP:0000598","abnormal liver morphology","Yes","MP:0005370","HP:0025031","Abnormality of the digestive system","MP:0005370"
