"","MGI.ID","MP.ID","MP.Term","mp.description","EMAPA.ID","EMAPA.Term","Gene.Anatomy","mp.ancestors","TS28.mutant.expression.detected","TS28.wt.expression.detected","Mutant.WT.Expression"
"312","MGI:95583","MP:0001147","small testis","reproductive system phenotype","EMAPA:17972","testis","MGI:95583-testis","MP:0005389","Yes","Yes","Yes-Yes"
"313","MGI:95583","MP:0004849","abnormal testis size","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:95583-testis","MP:0005379","Yes","Yes","Yes-Yes"
"314","MGI:95583","MP:0004849","abnormal testis size","reproductive system phenotype","EMAPA:17972","testis","MGI:95583-testis","MP:0005389","Yes","Yes","Yes-Yes"
"315","MGI:88064","MP:0001147","small testis","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:88064-testis","MP:0005379","Yes","Yes","Yes-Yes"
"316","MGI:88064","MP:0001147","small testis","reproductive system phenotype","EMAPA:17972","testis","MGI:88064-testis","MP:0005389","Yes","Yes","Yes-Yes"
"317","MGI:88064","MP:0001146","abnormal testis morphology","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:88064-testis","MP:0005379","Yes","Yes","Yes-Yes"
"318","MGI:88064","MP:0001146","abnormal testis morphology","reproductive system phenotype","EMAPA:17972","testis","MGI:88064-testis","MP:0005389","Yes","Yes","Yes-Yes"
"319","MGI:96537","MP:0000609","abnormal liver physiology","liver/biliary system phenotype","EMAPA:16846","liver","MGI:96537-liver","MP:0005370","Yes","Yes","Yes-Yes"
"320","MGI:96537","MP:0000495","abnormal colon morphology","digestive/alimentary phenotype","EMAPA:18939","colon","MGI:96537-colon","MP:0005381","Yes","Yes","Yes-Yes"
"321","MGI:96537","MP:0002816","colitis","digestive/alimentary phenotype","EMAPA:18939","colon","MGI:96537-colon","MP:0005381","Yes","Yes","Yes-Yes"
"322","MGI:96537","MP:0002816","colitis","immune system phenotype","EMAPA:18939","colon","MGI:96537-colon","MP:0005387","Yes","Yes","Yes-Yes"
"323","MGI:96537","MP:0009355","increased liver triglyceride level","liver/biliary system phenotype","EMAPA:16846","liver","MGI:96537-liver","MP:0005370","Yes","Yes","Yes-Yes"
"324","MGI:96537","MP:0009355","increased liver triglyceride level","homeostasis/metabolism phenotype","EMAPA:16846","liver","MGI:96537-liver","MP:0005376","Yes","Yes","Yes-Yes"
"325","MGI:1306784","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:1306784-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"326","MGI:1306784","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:1306784-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"327","MGI:88070","MP:0000598","abnormal liver morphology","liver/biliary system phenotype","EMAPA:16846","liver","MGI:88070-liver","MP:0005370","No","Yes","No-Yes"
"328","MGI:88070","MP:0000599","enlarged liver","liver/biliary system phenotype","EMAPA:16846","liver","MGI:88070-liver","MP:0005370","No","Yes","No-Yes"
"329","MGI:88070","MP:0000603","pale liver","liver/biliary system phenotype","EMAPA:16846","liver","MGI:88070-liver","MP:0005370","No","Yes","No-Yes"
"330","MGI:1347474","MP:0011057","absent brain ependyma motile cilia","nervous system phenotype","EMAPA:16894","brain","MGI:1347474-brain","MP:0003631","No","Yes","No-Yes"
"331","MGI:1347474","MP:0011057","absent brain ependyma motile cilia","cellular phenotype","EMAPA:16894","brain","MGI:1347474-brain","MP:0005384","No","Yes","No-Yes"
"332","MGI:95392","MP:0003974","abnormal endocardium morphology","cardiovascular system phenotype","EMAPA:32686","endocardial lining","MGI:95392-endocardial lining","MP:0005385","Yes","Yes","Yes-Yes"
"333","MGI:96223","MP:0002060","abnormal skin morphology","integument phenotype","EMAPA:17525","skin","MGI:96223-skin","MP:0010771","Yes","Yes","Yes-Yes"
"334","MGI:1341884","MP:0005608","cardiac interstitial fibrosis","cardiovascular system phenotype","EMAPA:16105","heart","MGI:1341884-heart","MP:0005385","Yes","Yes","Yes-Yes"
"335","MGI:102709","MP:0003070","increased vascular permeability","cardiovascular system phenotype","EMAPA:32743","blood vessel","MGI:102709-blood vessel","MP:0005385","Yes","Yes","Yes-Yes"
"336","MGI:109162","MP:0009356","decreased liver triglyceride level","liver/biliary system phenotype","EMAPA:16846","liver","MGI:109162-liver","MP:0005370","Yes","Yes","Yes-Yes"
"337","MGI:109162","MP:0009356","decreased liver triglyceride level","homeostasis/metabolism phenotype","EMAPA:16846","liver","MGI:109162-liver","MP:0005376","Yes","Yes","Yes-Yes"
"338","MGI:1916147","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:1916147-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"339","MGI:1916147","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:1916147-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"340","MGI:98505","MP:0012162","absent parietal endoderm","embryo phenotype","EMAPA:16053","parietal endoderm","MGI:98505-parietal endoderm","MP:0005380","Yes","Yes","Yes-Yes"
"341","MGI:95294","MP:0001625","cardiac hypertrophy","cardiovascular system phenotype","EMAPA:16105","heart","MGI:95294-heart","MP:0005385","Yes","Yes","Yes-Yes"
"342","MGI:95388","MP:0000788","abnormal cerebral cortex morphology","nervous system phenotype","EMAPA:17544","cerebral cortex","MGI:95388-cerebral cortex","MP:0003631","Yes","Yes","Yes-Yes"
"343","MGI:87986","MP:0001146","abnormal testis morphology","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:87986-testis","MP:0005379","Yes","Yes","Yes-Yes"
"344","MGI:87986","MP:0001146","abnormal testis morphology","reproductive system phenotype","EMAPA:17972","testis","MGI:87986-testis","MP:0005389","Yes","Yes","Yes-Yes"
"345","MGI:95408","MP:0001722","pale yolk sac","embryo phenotype","EMAPA:16085","yolk sac","MGI:95408-yolk sac","MP:0005380","Yes","Yes","Yes-Yes"
"346","MGI:1341884","MP:0000274","enlarged heart","cardiovascular system phenotype","EMAPA:16105","heart","MGI:1341884-heart","MP:0005385","Yes","Yes","Yes-Yes"
"347","MGI:1341884","MP:0000277","abnormal heart shape","cardiovascular system phenotype","EMAPA:16105","heart","MGI:1341884-heart","MP:0005385","Yes","Yes","Yes-Yes"
"348","MGI:109172","MP:0002818","abnormal dentin morphology","growth/size/body region phenotype","EMAPA:35281","dentin","MGI:109172-dentin","MP:0005378","Yes","Yes","Yes-Yes"
"349","MGI:109172","MP:0002818","abnormal dentin morphology","craniofacial phenotype","EMAPA:35281","dentin","MGI:109172-dentin","MP:0005382","Yes","Yes","Yes-Yes"
"350","MGI:109172","MP:0002818","abnormal dentin morphology","skeleton phenotype","EMAPA:35281","dentin","MGI:109172-dentin","MP:0005390","Yes","Yes","Yes-Yes"
"351","MGI:109172","MP:0030543","abnormal predentin morphology","growth/size/body region phenotype","EMAPA:36439","predentin","MGI:109172-predentin","MP:0005378","Yes","Yes","Yes-Yes"
"352","MGI:109172","MP:0030543","abnormal predentin morphology","craniofacial phenotype","EMAPA:36439","predentin","MGI:109172-predentin","MP:0005382","Yes","Yes","Yes-Yes"
"353","MGI:109172","MP:0030543","abnormal predentin morphology","skeleton phenotype","EMAPA:36439","predentin","MGI:109172-predentin","MP:0005390","Yes","Yes","Yes-Yes"
"354","MGI:87986","MP:0004256","abnormal maternal decidual layer morphology","embryo phenotype","EMAPA:35269","decidua","MGI:87986-decidua","MP:0005380","Yes","Yes","Yes-Yes"
"355","MGI:87986","MP:0004256","abnormal maternal decidual layer morphology","reproductive system phenotype","EMAPA:35269","decidua","MGI:87986-decidua","MP:0005389","Yes","Yes","Yes-Yes"
"356","MGI:96182","MP:0012796","abnormal rhombomere 4 morphology","nervous system phenotype","EMAPA:16301","rhombomere 4","MGI:96182-rhombomere 4","MP:0003631","Yes","Yes","Yes-Yes"
"357","MGI:96182","MP:0012796","abnormal rhombomere 4 morphology","embryo phenotype","EMAPA:16301","rhombomere 4","MGI:96182-rhombomere 4","MP:0005380","Yes","Yes","Yes-Yes"
"358","MGI:1270845","MP:0014169","decreased brown adipose tissue mass","adipose tissue phenotype","EMAPA:19209","brown fat","MGI:1270845-brown fat","MP:0005375","Yes","Yes","Yes-Yes"
"359","MGI:96067","MP:0002152","abnormal brain morphology","nervous system phenotype","EMAPA:16894","brain","MGI:96067-brain","MP:0003631","Yes","Yes","Yes-Yes"
"360","MGI:95843","MP:0004277","abnormal lateral ganglionic eminence morphology","nervous system phenotype","EMAPA:37470","lateral ganglionic eminence","MGI:95843-lateral ganglionic eminence","MP:0003631","Yes","Yes","Yes-Yes"
"361","MGI:88180","MP:0010117","abnormal lateral plate mesoderm morphology","embryo phenotype","EMAPA:16179","lateral plate mesoderm","MGI:88180-lateral plate mesoderm","MP:0005380","Yes","Yes","Yes-Yes"
"362","MGI:88452","MP:0000547","short limbs","limbs/digits/tail phenotype","EMAPA:16405","limb","MGI:88452-limb","MP:0005371","Yes","Yes","Yes-Yes"
"363","MGI:88452","MP:0004672","short ribs","skeleton phenotype","EMAPA:18010","rib","MGI:88452-rib","MP:0005390","Yes","Yes","Yes-Yes"
"364","MGI:88452","MP:0004683","absent intervertebral disk","skeleton phenotype","EMAPA:32739","intervertebral disc","MGI:88452-intervertebral disc","MP:0005390","Yes","Yes","Yes-Yes"
"365","MGI:88452","MP:0004711","persistence of notochord tissue","embryo phenotype","EMAPA:16191","notochord","MGI:88452-notochord","MP:0005380","Yes","Yes","Yes-Yes"
"366","MGI:109344","MP:0000026","abnormal inner ear morphology","hearing/vestibular/ear phenotype","EMAPA:16194","inner ear","MGI:109344-inner ear","MP:0005377","Yes","Yes","Yes-Yes"
"367","MGI:109344","MP:0004310","small otic vesicle","hearing/vestibular/ear phenotype","EMAPA:16669","otocyst","MGI:109344-otocyst","MP:0005377","Yes","Yes","Yes-Yes"
"368","MGI:109344","MP:0006285","absent inner ear","hearing/vestibular/ear phenotype","EMAPA:16194","inner ear","MGI:109344-inner ear","MP:0005377","Yes","Yes","Yes-Yes"
"369","MGI:1349409","MP:0002718","abnormal inner cell mass morphology","embryo phenotype","EMAPA:16041","inner cell mass","MGI:1349409-inner cell mass","MP:0005380","Yes","Yes","Yes-Yes"
"370","MGI:96015","MP:0002874","decreased hemoglobin content","hematopoietic system phenotype","EMAPA:16332","blood","MGI:96015-blood","MP:0005397","Yes","Yes","Yes-Yes"
"371","MGI:107231","MP:0001265","decreased body size","growth/size/body region phenotype","EMAPA:25765","mouse","MGI:107231-mouse","MP:0005378","Yes","Yes","Yes-Yes"
"372","MGI:2177178","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:2177178-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"373","MGI:2177178","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:2177178-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"374","MGI:95294","MP:0001219","thick epidermis","integument phenotype","EMAPA:17528","epidermis","MGI:95294-epidermis","MP:0010771","Yes","Yes","Yes-Yes"
"375","MGI:2670972","MP:0003604","single kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:2670972-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"376","MGI:105393","MP:0001127","small ovary","endocrine/exocrine gland phenotype","EMAPA:17962","ovary","MGI:105393-ovary","MP:0005379","Yes","Yes","Yes-Yes"
"377","MGI:105393","MP:0001127","small ovary","reproductive system phenotype","EMAPA:17962","ovary","MGI:105393-ovary","MP:0005389","Yes","Yes","Yes-Yes"
"378","MGI:1931001","MP:0002060","abnormal skin morphology","integument phenotype","EMAPA:17525","skin","MGI:1931001-skin","MP:0010771","No","Yes","No-Yes"
"379","MGI:1931001","MP:0002095","abnormal skin pigmentation","pigmentation phenotype","EMAPA:17525","skin","MGI:1931001-skin","MP:0001186","No","Yes","No-Yes"
"380","MGI:1931001","MP:0002095","abnormal skin pigmentation","integument phenotype","EMAPA:17525","skin","MGI:1931001-skin","MP:0010771","No","Yes","No-Yes"
"381","MGI:1931001","MP:0001199","thin skin","integument phenotype","EMAPA:17525","skin","MGI:1931001-skin","MP:0010771","No","Yes","No-Yes"
"382","MGI:1931001","MP:0003717","pallor","integument phenotype","EMAPA:17525","skin","MGI:1931001-skin","MP:0010771","No","Yes","No-Yes"
"383","MGI:1338946","MP:0001614","abnormal blood vessel morphology","cardiovascular system phenotype","EMAPA:32743","blood vessel","MGI:1338946-blood vessel","MP:0005385","No","Yes","No-Yes"
"384","MGI:1338946","MP:0004938","dilated vasculature","cardiovascular system phenotype","EMAPA:32743","blood vessel","MGI:1338946-blood vessel","MP:0005385","No","Yes","No-Yes"
"385","MGI:2151233","MP:0003103","liver degeneration","liver/biliary system phenotype","EMAPA:16846","liver","MGI:2151233-liver","MP:0005370","No","Yes","No-Yes"
"386","MGI:96175","MP:0002884","abnormal pharyngeal arch morphology","embryo phenotype","EMAPA:16117","branchial arch","MGI:96175-branchial arch","MP:0005380","Yes","Yes","Yes-Yes"
"387","MGI:96175","MP:0002884","abnormal pharyngeal arch morphology","craniofacial phenotype","EMAPA:16117","branchial arch","MGI:96175-branchial arch","MP:0005382","Yes","Yes","Yes-Yes"
"388","MGI:96175","MP:0006340","abnormal fourth pharyngeal arch morphology","embryo phenotype","EMAPA:16760","4th branchial arch","MGI:96175-4th branchial arch","MP:0005380","Yes","Yes","Yes-Yes"
"389","MGI:96175","MP:0006340","abnormal fourth pharyngeal arch morphology","craniofacial phenotype","EMAPA:16760","4th branchial arch","MGI:96175-4th branchial arch","MP:0005382","Yes","Yes","Yes-Yes"
"390","MGI:1921303","MP:0000520","absent kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1921303-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"391","MGI:88064","MP:0004852","decreased testis weight","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:88064-testis","MP:0005379","Yes","Yes","Yes-Yes"
"392","MGI:88064","MP:0004852","decreased testis weight","reproductive system phenotype","EMAPA:17972","testis","MGI:88064-testis","MP:0005389","Yes","Yes","Yes-Yes"
"393","MGI:95283","MP:0002672","abnormal pharyngeal arch artery morphology","embryo phenotype","EMAPA:16684","branchial arch artery","MGI:95283-branchial arch artery","MP:0005380","Yes","Yes","Yes-Yes"
"394","MGI:95283","MP:0002672","abnormal pharyngeal arch artery morphology","craniofacial phenotype","EMAPA:16684","branchial arch artery","MGI:95283-branchial arch artery","MP:0005382","Yes","Yes","Yes-Yes"
"395","MGI:95283","MP:0002672","abnormal pharyngeal arch artery morphology","cardiovascular system phenotype","EMAPA:16684","branchial arch artery","MGI:95283-branchial arch artery","MP:0005385","Yes","Yes","Yes-Yes"
"396","MGI:1195976","MP:0001194","dermatitis","immune system phenotype","EMAPA:17525","skin","MGI:1195976-skin","MP:0005387","Yes","Yes","Yes-Yes"
"397","MGI:1195976","MP:0001194","dermatitis","integument phenotype","EMAPA:17525","skin","MGI:1195976-skin","MP:0010771","Yes","Yes","Yes-Yes"
"398","MGI:1933388","MP:0003068","enlarged kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1933388-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"399","MGI:1933388","MP:0003606","kidney failure","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1933388-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"400","MGI:1933388","MP:0003675","kidney cysts","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1933388-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"401","MGI:1096376","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:1096376-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"402","MGI:1096376","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:1096376-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"403","MGI:1347463","MP:0002989","small kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1347463-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"404","MGI:1347463","MP:0003605","fused kidneys","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1347463-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"405","MGI:88459","MP:0002279","abnormal diaphragm morphology","muscle phenotype","EMAPA:17701","diaphragm","MGI:88459-diaphragm","MP:0005369","No","Yes","No-Yes"
"406","MGI:95294","MP:0001340","abnormal eyelid morphology","vision/eye phenotype","EMAPA:17829","eyelid","MGI:95294-eyelid","MP:0005391","Yes","Yes","Yes-Yes"
"407","MGI:95388","MP:0002989","small kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:95388-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"408","MGI:109173","MP:0001216","abnormal epidermal layer morphology","integument phenotype","EMAPA:17528","epidermis","MGI:109173-epidermis","MP:0010771","Yes","Yes","Yes-Yes"
"409","MGI:109173","MP:0001222","epidermal hyperplasia","integument phenotype","EMAPA:17528","epidermis","MGI:109173-epidermis","MP:0010771","Yes","Yes","Yes-Yes"
"410","MGI:109173","MP:0001219","thick epidermis","integument phenotype","EMAPA:17528","epidermis","MGI:109173-epidermis","MP:0010771","Yes","Yes","Yes-Yes"
"411","MGI:109173","MP:0001194","dermatitis","immune system phenotype","EMAPA:17525","skin","MGI:109173-skin","MP:0005387","Yes","Yes","Yes-Yes"
"412","MGI:109173","MP:0001194","dermatitis","integument phenotype","EMAPA:17525","skin","MGI:109173-skin","MP:0010771","Yes","Yes","Yes-Yes"
"413","MGI:109173","MP:0001195","flaky skin","integument phenotype","EMAPA:17525","skin","MGI:109173-skin","MP:0010771","Yes","Yes","Yes-Yes"
"414","MGI:109173","MP:0001212","skin lesions","integument phenotype","EMAPA:17525","skin","MGI:109173-skin","MP:0010771","Yes","Yes","Yes-Yes"
"415","MGI:102551","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:102551-embryo","MP:0005378","No","No","No-No"
"416","MGI:102551","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:102551-embryo","MP:0005380","No","No","No-No"
"417","MGI:1338820","MP:0000279","ventricular hypoplasia","cardiovascular system phenotype","EMAPA:17331","heart ventricle","MGI:1338820-heart ventricle","MP:0005385","Yes","Yes","Yes-Yes"
"418","MGI:95407","MP:0001711","abnormal placenta morphology","embryo phenotype","EMAPA:35689","placenta","MGI:95407-placenta","MP:0005380","Yes","Yes","Yes-Yes"
"419","MGI:88252","MP:0000914","exencephaly","nervous system phenotype","EMAPA:16894","brain","MGI:88252-brain","MP:0003631","Yes","Yes","Yes-Yes"
"420","MGI:1349428","MP:0013395","eyelid hypoplasia","vision/eye phenotype","EMAPA:17829","eyelid","MGI:1349428-eyelid","MP:0005391","Yes","Yes","Yes-Yes"
"421","MGI:1099804","MP:0013600","testis degeneration","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:1099804-testis","MP:0005379","No","Yes","No-Yes"
"422","MGI:1099804","MP:0013600","testis degeneration","reproductive system phenotype","EMAPA:17972","testis","MGI:1099804-testis","MP:0005389","No","Yes","No-Yes"
"423","MGI:1099804","MP:0003205","testicular atrophy","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:1099804-testis","MP:0005379","No","Yes","No-Yes"
"424","MGI:1099804","MP:0003205","testicular atrophy","reproductive system phenotype","EMAPA:17972","testis","MGI:1099804-testis","MP:0005389","No","Yes","No-Yes"
"425","MGI:1099804","MP:0004852","decreased testis weight","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:1099804-testis","MP:0005379","No","Yes","No-Yes"
"426","MGI:1099804","MP:0004852","decreased testis weight","reproductive system phenotype","EMAPA:17972","testis","MGI:1099804-testis","MP:0005389","No","Yes","No-Yes"
"427","MGI:88467","MP:0000074","abnormal neurocranium morphology","craniofacial phenotype","EMAPA:17681","chondrocranium","MGI:88467-chondrocranium","MP:0005382","Yes","Yes","Yes-Yes"
"428","MGI:88467","MP:0000074","abnormal neurocranium morphology","skeleton phenotype","EMAPA:17681","chondrocranium","MGI:88467-chondrocranium","MP:0005390","Yes","Yes","Yes-Yes"
"429","MGI:88467","MP:0030278","thick neurocranium","craniofacial phenotype","EMAPA:17681","chondrocranium","MGI:88467-chondrocranium","MP:0005382","Yes","Yes","Yes-Yes"
"430","MGI:88467","MP:0030278","thick neurocranium","skeleton phenotype","EMAPA:17681","chondrocranium","MGI:88467-chondrocranium","MP:0005390","Yes","Yes","Yes-Yes"
"431","MGI:88452","MP:0000163","abnormal cartilage morphology","skeleton phenotype","EMAPA:32730","cartilage","MGI:88452-cartilage","MP:0005390","Yes","Yes","Yes-Yes"
"432","MGI:88452","MP:0002114","abnormal axial skeleton morphology","skeleton phenotype","EMAPA:17214","axial skeleton","MGI:88452-axial skeleton","MP:0005390","Yes","Yes","Yes-Yes"
"433","MGI:88452","MP:0004356","radius hypoplasia","limbs/digits/tail phenotype","EMAPA:19103","radius","MGI:88452-radius","MP:0005371","Yes","Yes","Yes-Yes"
"434","MGI:88452","MP:0004356","radius hypoplasia","skeleton phenotype","EMAPA:19103","radius","MGI:88452-radius","MP:0005390","Yes","Yes","Yes-Yes"
"435","MGI:103302","MP:0000585","kinked tail","limbs/digits/tail phenotype","EMAPA:16748","tail","MGI:103302-tail","MP:0005371","Yes","Yes","Yes-Yes"
"436","MGI:103302","MP:0005176","eyelids fail to open","vision/eye phenotype","EMAPA:16198","eye","MGI:103302-eye","MP:0005391","Yes","Yes","Yes-Yes"
"437","MGI:104860","MP:0002188","small heart","cardiovascular system phenotype","EMAPA:16105","heart","MGI:104860-heart","MP:0005385","Yes","Yes","Yes-Yes"
"438","MGI:103302","MP:0001676","abnormal apical ectodermal ridge morphology","limbs/digits/tail phenotype","EMAPA:32744","apical ectodermal ridge","MGI:103302-apical ectodermal ridge","MP:0005371","Yes","Yes","Yes-Yes"
"439","MGI:103302","MP:0001676","abnormal apical ectodermal ridge morphology","embryo phenotype","EMAPA:32744","apical ectodermal ridge","MGI:103302-apical ectodermal ridge","MP:0005380","Yes","Yes","Yes-Yes"
"440","MGI:103302","MP:0011387","absent metanephric mesenchyme","renal/urinary system phenotype","EMAPA:17375","metanephric mesenchyme","MGI:103302-metanephric mesenchyme","MP:0005367","Yes","Yes","Yes-Yes"
"441","MGI:96223","MP:0001195","flaky skin","integument phenotype","EMAPA:17525","skin","MGI:96223-skin","MP:0010771","Yes","Yes","Yes-Yes"
"442","MGI:96223","MP:0001200","thick skin","integument phenotype","EMAPA:17525","skin","MGI:96223-skin","MP:0010771","Yes","Yes","Yes-Yes"
"443","MGI:96223","MP:0005421","loose skin","integument phenotype","EMAPA:17525","skin","MGI:96223-skin","MP:0010771","Yes","Yes","Yes-Yes"
"444","MGI:96223","MP:0001214","skin hyperplasia","integument phenotype","EMAPA:17525","skin","MGI:96223-skin","MP:0010771","Yes","Yes","Yes-Yes"
"445","MGI:97513","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:97513-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"446","MGI:97513","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:97513-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"447","MGI:1306784","MP:0000644","dextrocardia","cardiovascular system phenotype","EMAPA:16105","heart","MGI:1306784-heart","MP:0005385","Yes","Yes","Yes-Yes"
"448","MGI:1306784","MP:0000650","mesocardia","cardiovascular system phenotype","EMAPA:16105","heart","MGI:1306784-heart","MP:0005385","Yes","Yes","Yes-Yes"
"449","MGI:107508","MP:0001194","dermatitis","immune system phenotype","EMAPA:17525","skin","MGI:107508-skin","MP:0005387","Yes","Yes","Yes-Yes"
"450","MGI:107508","MP:0001194","dermatitis","integument phenotype","EMAPA:17525","skin","MGI:107508-skin","MP:0010771","Yes","Yes","Yes-Yes"
"451","MGI:107160","MP:0004332","utricular degeneration","hearing/vestibular/ear phenotype","EMAPA:17293","utricle","MGI:107160-utricle","MP:0005377","Yes","Yes","Yes-Yes"
"452","MGI:107159","MP:0004332","utricular degeneration","hearing/vestibular/ear phenotype","EMAPA:17293","utricle","MGI:107159-utricle","MP:0005377","Yes","Yes","Yes-Yes"
"453","MGI:95554","MP:0000603","pale liver","liver/biliary system phenotype","EMAPA:16846","liver","MGI:95554-liver","MP:0005370","Yes","Yes","Yes-Yes"
"454","MGI:95554","MP:0000601","small liver","liver/biliary system phenotype","EMAPA:16846","liver","MGI:95554-liver","MP:0005370","Yes","Yes","Yes-Yes"
"455","MGI:99414","MP:0000787","abnormal telencephalon morphology","nervous system phenotype","EMAPA:16910","telencephalon","MGI:99414-telencephalon","MP:0003631","Yes","Yes","Yes-Yes"
"456","MGI:99414","MP:0000785","telencephalon hypoplasia","nervous system phenotype","EMAPA:16910","telencephalon","MGI:99414-telencephalon","MP:0003631","Yes","Yes","Yes-Yes"
"457","MGI:1890081","MP:0001859","kidney inflammation","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1890081-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"458","MGI:1890081","MP:0001859","kidney inflammation","immune system phenotype","EMAPA:17373","metanephros","MGI:1890081-metanephros","MP:0005387","Yes","Yes","Yes-Yes"
"459","MGI:96086","MP:0000297","abnormal atrioventricular cushion morphology","cardiovascular system phenotype","EMAPA:16696","endocardial cushion","MGI:96086-endocardial cushion","MP:0005385","Yes","Yes","Yes-Yes"
"460","MGI:96086","MP:0003808","increased atrioventricular cushion size","cardiovascular system phenotype","EMAPA:16696","endocardial cushion","MGI:96086-endocardial cushion","MP:0005385","Yes","Yes","Yes-Yes"
"461","MGI:96086","MP:0011877","absent liver","liver/biliary system phenotype","EMAPA:16846","liver","MGI:96086-liver","MP:0005370","Yes","Yes","Yes-Yes"
"462","MGI:1276116","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:1276116-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"463","MGI:1276116","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:1276116-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"464","MGI:96573","MP:0009172","small pancreatic islets","endocrine/exocrine gland phenotype","EMAPA:32927","islets of Langerhans","MGI:96573-islets of Langerhans","MP:0005379","Yes","Yes","Yes-Yes"
"465","MGI:96435","MP:0001175","abnormal lung morphology","respiratory system phenotype","EMAPA:16728","lung","MGI:96435-lung","MP:0005388","Yes","Yes","Yes-Yes"
"466","MGI:96435","MP:0000274","enlarged heart","cardiovascular system phenotype","EMAPA:16105","heart","MGI:96435-heart","MP:0005385","No","Yes","No-Yes"
"467","MGI:1859388","MP:0009660","abnormal induced retinal neovascularization","cardiovascular system phenotype","EMAPA:17168","retina","MGI:1859388-retina","MP:0005385","Yes","Yes","Yes-Yes"
"468","MGI:1859388","MP:0009660","abnormal induced retinal neovascularization","vision/eye phenotype","EMAPA:17168","retina","MGI:1859388-retina","MP:0005391","Yes","Yes","Yes-Yes"
"469","MGI:96920","MP:0002836","abnormal chorion morphology","embryo phenotype","EMAPA:16112","chorion","MGI:96920-chorion","MP:0005380","Yes","Yes","Yes-Yes"
"470","MGI:95664","MP:0002192","hydrops fetalis","homeostasis/metabolism phenotype","EMAPA:16039","embryo","MGI:95664-embryo","MP:0005376","Yes","Yes","Yes-Yes"
"471","MGI:95664","MP:0002189","abnormal myocardial trabeculae morphology","muscle phenotype","EMAPA:32688","cardiac muscle tissue","MGI:95664-cardiac muscle tissue","MP:0005369","Yes","Yes","Yes-Yes"
