Marker.Symbol	MGI.Accession.ID	Gene.ID
Ncoa3	MGI:1276535	ENSMUSG00000027678
Ncoa4	MGI:1350932	ENSMUSG00000056234
Ncoa5	MGI:2385165	ENSMUSG00000039804
Ncoa6	MGI:1929915	ENSMUSG00000038369
Ncoa7	MGI:2444847	ENSMUSG00000039697
Ncor1	MGI:1349717	ENSMUSG00000018501
Ncor2	MGI:1337080	ENSMUSG00000029478
Ncs1	MGI:109166	ENSMUSG00000062661
Ncstn	MGI:1891700	ENSMUSG00000003458
Ndc1	MGI:1920037	ENSMUSG00000028614
Ndc80	MGI:1914302	ENSMUSG00000024056
Nde1	MGI:1914453	ENSMUSG00000022678
Ndel1	MGI:1932915	ENSMUSG00000018736
Ndfip1	MGI:1929601	ENSMUSG00000024425
Ndfip2	MGI:1923523	ENSMUSG00000053253
Ndn	MGI:97290	ENSMUSG00000033585
Ndnf	MGI:1915419	ENSMUSG00000049001
Ndor1	MGI:1926047	ENSMUSG00000006471
Ndp	MGI:102570	ENSMUSG00000040138
Ndrg1	MGI:1341799	ENSMUSG00000005125
Ndrg2	MGI:1352498	ENSMUSG00000004558
Ndrg3	MGI:1352499	ENSMUSG00000027634
Ndrg4	MGI:2384590	ENSMUSG00000036564
Ndst1	MGI:104719	ENSMUSG00000054008
Ndst2	MGI:97040	ENSMUSG00000039308
Ndst3	MGI:1932544	ENSMUSG00000027977
Ndst4	MGI:1932545	ENSMUSG00000027971
Ndufa1	MGI:1929511	ENSMUSG00000016427
Ndufa10	MGI:1914523	ENSMUSG00000026260
Ndufa11	MGI:1917125	ENSMUSG00000002379
Ndufa12	MGI:1913664	ENSMUSG00000020022
Ndufa13	MGI:1914434	ENSMUSG00000036199
Ndufa2	MGI:1343103	ENSMUSG00000014294
Ndufa3	MGI:1913341	ENSMUSG00000035674
Ndufa4	MGI:107686	ENSMUSG00000029632
Ndufa4l2	MGI:3039567	ENSMUSG00000040280
Ndufa5	MGI:1915452	ENSMUSG00000023089
Ndufa6	MGI:1914380	ENSMUSG00000022450
Ndufa7	MGI:1913666	ENSMUSG00000041881
Ndufa8	MGI:1915625	ENSMUSG00000026895
Ndufa9	MGI:1913358	ENSMUSG00000000399
Ndufab1	MGI:1917566	ENSMUSG00000030869
Ndufaf1	MGI:1916952	ENSMUSG00000027305
Ndufaf2	MGI:1922847	ENSMUSG00000068184
Ndufaf3	MGI:1913956	ENSMUSG00000070283
Ndufaf4	MGI:1915743	ENSMUSG00000028261
Ndufaf5	MGI:1916737	ENSMUSG00000027384
Ndufaf6	MGI:1924197	ENSMUSG00000050323
Ndufaf7	MGI:1920944	ENSMUSG00000024082
Ndufaf8	MGI:1913676	ENSMUSG00000078572
Ndufb10	MGI:1915592	ENSMUSG00000040048
Ndufb11	MGI:1349919	ENSMUSG00000031059
Ndufb2	MGI:1915448	ENSMUSG00000002416
Ndufb3	MGI:1913745	ENSMUSG00000026032
Ndufb4	MGI:1915444	ENSMUSG00000022820
Ndufb5	MGI:1913296	ENSMUSG00000027673
Ndufb6	MGI:2684983	ENSMUSG00000071014
Ndufb7	MGI:1914166	ENSMUSG00000033938
Ndufb8	MGI:1914514	ENSMUSG00000025204
Ndufb9	MGI:1913468	ENSMUSG00000022354
Ndufc1	MGI:1913627	ENSMUSG00000037152
Ndufc2	MGI:1344370	ENSMUSG00000030647
Ndufs1	MGI:2443241	ENSMUSG00000025968
Ndufs2	MGI:2385112	ENSMUSG00000013593
Ndufs3	MGI:1915599	ENSMUSG00000005510
Ndufs4	MGI:1343135	ENSMUSG00000021764
Ndufs5	MGI:1890889	ENSMUSG00000028648
Ndufs6	MGI:107932	ENSMUSG00000021606
Ndufs7	MGI:1922656	ENSMUSG00000020153
Ndufs8	MGI:2385079	ENSMUSG00000059734
Ndufv1	MGI:107851	ENSMUSG00000037916
Ndufv2	MGI:1920150	ENSMUSG00000024099
Ndufv3	MGI:1890894	ENSMUSG00000024038
Neb	MGI:97292	ENSMUSG00000026950
Nebl	MGI:1921353	ENSMUSG00000053702
Necab1	MGI:1916602	ENSMUSG00000040536
Necab2	MGI:2152211	ENSMUSG00000031837
Necab3	MGI:1861721	ENSMUSG00000027489
Necap1	MGI:1914852	ENSMUSG00000030327
Necap2	MGI:1913397	ENSMUSG00000028923
Nectin1	MGI:1926483	ENSMUSG00000032012
Nectin2	MGI:97822	ENSMUSG00000062300
Nectin3	MGI:1930171	ENSMUSG00000022656
Nectin4	MGI:1918990	ENSMUSG00000006411
Nedd1	MGI:97293	ENSMUSG00000019988
Nedd4	MGI:97297	ENSMUSG00000032216
Nedd4l	MGI:1933754	ENSMUSG00000024589
Nedd8	MGI:97301	ENSMUSG00000010376
Nedd9	MGI:97302	ENSMUSG00000021365
Nefh	MGI:97309	ENSMUSG00000020396
Nefl	MGI:97313	ENSMUSG00000022055
Nefm	MGI:97314	ENSMUSG00000022054
Negr1	MGI:2444846	ENSMUSG00000040037
Neil1	MGI:1920024	ENSMUSG00000032298
Neil2	MGI:2686058	ENSMUSG00000035121
Neil3	MGI:2384588	ENSMUSG00000039396
Nek1	MGI:97303	ENSMUSG00000031644
Nek10	MGI:2685128	ENSMUSG00000042567
Nek11	MGI:2442276	ENSMUSG00000035032
Nek2	MGI:109359	ENSMUSG00000026622
Nek3	MGI:1344371	ENSMUSG00000031478
Nek4	MGI:1344404	ENSMUSG00000021918
Nek5	MGI:2142824	ENSMUSG00000037738
Nek6	MGI:1891638	ENSMUSG00000026749
Nek7	MGI:1890645	ENSMUSG00000026393
Nek8	MGI:1890646	ENSMUSG00000017405
Nek9	MGI:2387995	ENSMUSG00000034290
Nelfa	MGI:1346098	ENSMUSG00000029111
Nelfb	MGI:1931035	ENSMUSG00000013465
Nelfcd	MGI:1926424	ENSMUSG00000016253
Nelfe	MGI:102744	ENSMUSG00000024369
Nell1	MGI:2443902	ENSMUSG00000055409
Nell2	MGI:1858510	ENSMUSG00000022454
Nemf	MGI:1918305	ENSMUSG00000020982
Nemp1	MGI:2446113	ENSMUSG00000040195
Nemp2	MGI:2444113	ENSMUSG00000043015
Nenf	MGI:1913458	ENSMUSG00000037499
Neo1	MGI:1097159	ENSMUSG00000032340
Nepn	MGI:1913900	ENSMUSG00000038624
Nepro	MGI:2384836	ENSMUSG00000036208
Nes	MGI:101784	ENSMUSG00000004891
Net1	MGI:1927138	ENSMUSG00000021215
Neto1	MGI:2180216	ENSMUSG00000050321
Neto2	MGI:1921763	ENSMUSG00000036902
Neu1	MGI:97305	ENSMUSG00000007038
Neu2	MGI:1344417	ENSMUSG00000079434
Neu3	MGI:1355305	ENSMUSG00000035239
Neurl1a	MGI:1334263	ENSMUSG00000006435
Neurl1b	MGI:3643092	ENSMUSG00000034413
Neurl2	MGI:3043305	ENSMUSG00000039873
Neurl3	MGI:2429944	ENSMUSG00000047180
Neurl4	MGI:1921092	ENSMUSG00000047284
Neurod1	MGI:1339708	ENSMUSG00000034701
Neurod2	MGI:107755	ENSMUSG00000038255
Neurod4	MGI:108055	ENSMUSG00000048015
Neurog1	MGI:107754	ENSMUSG00000048904
Neurog2	MGI:109619	ENSMUSG00000027967
Neurog3	MGI:893591	ENSMUSG00000044312
Nexn	MGI:1916060	ENSMUSG00000039103
Nf1	MGI:97306	ENSMUSG00000020716
Nf2	MGI:97307	ENSMUSG00000009073
Nfam1	MGI:1921289	ENSMUSG00000058099
Nfasc	MGI:104753	ENSMUSG00000026442
Nfat5	MGI:1859333	ENSMUSG00000003847
Nfatc1	MGI:102469	ENSMUSG00000033016
Nfatc2	MGI:102463	ENSMUSG00000027544
Nfatc2ip	MGI:1329015	ENSMUSG00000030722
Nfatc3	MGI:103296	ENSMUSG00000031902
Nfatc4	MGI:1920431	ENSMUSG00000023411
Nfe2	MGI:97308	ENSMUSG00000058794
Nfe2l1	MGI:99421	ENSMUSG00000038615
Nfe2l2	MGI:108420	ENSMUSG00000015839
Nfe2l3	MGI:1339958	ENSMUSG00000029832
Nfia	MGI:108056	ENSMUSG00000028565
Nfib	MGI:103188	ENSMUSG00000008575
Nfic	MGI:109591	ENSMUSG00000055053
Nfil3	MGI:109495	ENSMUSG00000056749
Nfix	MGI:97311	ENSMUSG00000001911
Nfkb1	MGI:97312	ENSMUSG00000028163
Nfkb2	MGI:1099800	ENSMUSG00000025225
Nfkbia	MGI:104741	ENSMUSG00000021025
Nfkbib	MGI:104752	ENSMUSG00000030595
Nfkbid	MGI:3041243	ENSMUSG00000036931
Nfkbie	MGI:1194908	ENSMUSG00000023947
Nfkbil1	MGI:1340031	ENSMUSG00000042419
Nfkbiz	MGI:1931595	ENSMUSG00000035356
Nfrkb	MGI:2442410	ENSMUSG00000042185
Nfs1	MGI:1316706	ENSMUSG00000027618
Nfu1	MGI:1913290	ENSMUSG00000029993
Nfx1	MGI:1921414	ENSMUSG00000028423
Nfxl1	MGI:1923646	ENSMUSG00000072889
Nfya	MGI:97316	ENSMUSG00000023994
Nfyb	MGI:97317	ENSMUSG00000020248
Nfyc	MGI:107901	ENSMUSG00000032897
Ngb	MGI:2151886	ENSMUSG00000021032
Ngdn	MGI:1916216	ENSMUSG00000022204
Ngef	MGI:1858414	ENSMUSG00000026259
Ngf	MGI:97321	ENSMUSG00000027859
Ngfr	MGI:97323	ENSMUSG00000000120
Ngly1	MGI:1913276	ENSMUSG00000021785
Ngp	MGI:105983	ENSMUSG00000032484
Ngrn	MGI:1933212	ENSMUSG00000047084
Nhej1	MGI:1922820	ENSMUSG00000026162
Nhlh1	MGI:98481	ENSMUSG00000051251
Nhlh2	MGI:97324	ENSMUSG00000048540
Nhlrc1	MGI:2145264	ENSMUSG00000044231
Nhlrc2	MGI:1914116	ENSMUSG00000025078
Nhlrc3	MGI:2444520	ENSMUSG00000042997
Nhlrc4	MGI:3687200	ENSMUSG00000090113
Nhp2	MGI:1098547	ENSMUSG00000001056
Nhs	MGI:2684894	ENSMUSG00000059493
Nhsl1	MGI:106390	ENSMUSG00000039835
Nhsl2	MGI:3645090	ENSMUSG00000079481
Nicn1	MGI:1913507	ENSMUSG00000032606
Nid1	MGI:97342	ENSMUSG00000005397
Nid2	MGI:1298229	ENSMUSG00000021806
Nif3l1	MGI:1929485	ENSMUSG00000026036
Nifk	MGI:1915199	ENSMUSG00000026377
Nim1k	MGI:2442399	ENSMUSG00000095930
Nin	MGI:105108	ENSMUSG00000021068
Ninj1	MGI:1196617	ENSMUSG00000037966
Ninj2	MGI:1352751	ENSMUSG00000041377
Ninl	MGI:1925427	ENSMUSG00000068115
Nip7	MGI:1913414	ENSMUSG00000031917
Nipa1	MGI:2442058	ENSMUSG00000047037
Nipa2	MGI:1913918	ENSMUSG00000030452
Nipal1	MGI:1917951	ENSMUSG00000067219
Nipal2	MGI:1924488	ENSMUSG00000038879
Nipal3	MGI:1921802	ENSMUSG00000028803
Nipal4	MGI:2444671	ENSMUSG00000020411
Nipbl	MGI:1913976	ENSMUSG00000022141
Nipsnap1	MGI:1278344	ENSMUSG00000034285
Nipsnap2	MGI:1278343	ENSMUSG00000029432
Nipsnap3b	MGI:1913786	ENSMUSG00000015247
Nisch	MGI:1928323	ENSMUSG00000021910
Nit1	MGI:1350916	ENSMUSG00000013997
Nit2	MGI:1261838	ENSMUSG00000022751
Nkain1	MGI:1914399	ENSMUSG00000078532
Nkain2	MGI:1923447	ENSMUSG00000069670
Nkain3	MGI:2444830	ENSMUSG00000055761
Nkain4	MGI:1915372	ENSMUSG00000027574
Nkap	MGI:1914300	ENSMUSG00000016409
Nkapl	MGI:1913957	ENSMUSG00000059395
Nkd1	MGI:2135954	ENSMUSG00000031661
Nkd2	MGI:1919543	ENSMUSG00000021567
Nkg7	MGI:1931250	ENSMUSG00000004612
Nkiras1	MGI:1916971	ENSMUSG00000021772
Nkiras2	MGI:1919216	ENSMUSG00000017837
Nkpd1	MGI:1916797	ENSMUSG00000060621
Nkrf	MGI:1924536	ENSMUSG00000044149
Nktr	MGI:97346	ENSMUSG00000032525
Nkx1-1	MGI:109346	ENSMUSG00000029112
Nkx1-2	MGI:104806	ENSMUSG00000048528
Nkx2-1	MGI:108067	ENSMUSG00000001496
Nkx2-2	MGI:97347	ENSMUSG00000027434
Nkx2-3	MGI:97348	ENSMUSG00000044220
Nkx2-4	MGI:97349	ENSMUSG00000054160
Nkx2-5	MGI:97350	ENSMUSG00000015579
Nkx2-6	MGI:97351	ENSMUSG00000044186
Nkx2-9	MGI:1270158	ENSMUSG00000058669
Nkx3-1	MGI:97352	ENSMUSG00000022061
Nkx3-2	MGI:108015	ENSMUSG00000049691
Nkx6-1	MGI:1206039	ENSMUSG00000035187
Nkx6-2	MGI:1352738	ENSMUSG00000041309
Nkx6-3	MGI:1921811	ENSMUSG00000063672
Nle1	MGI:2429770	ENSMUSG00000020692
Nlgn1	MGI:2179435	ENSMUSG00000063887
Nlgn2	MGI:2681835	ENSMUSG00000051790
Nlgn3	MGI:2444609	ENSMUSG00000031302
Nlk	MGI:1201387	ENSMUSG00000017376
Nln	MGI:1923055	ENSMUSG00000021710
Nlrc3	MGI:2444070	ENSMUSG00000049871
Nlrc4	MGI:3036243	ENSMUSG00000039193
Nlrc5	MGI:3612191	ENSMUSG00000074151
Nlrp10	MGI:2444084	ENSMUSG00000049709
Nlrp1b	MGI:3582959	ENSMUSG00000070390
Nlrp2	MGI:3041206	ENSMUSG00000035177
Nlrp3	MGI:2653833	ENSMUSG00000032691
Nlrp4c	MGI:1890518	ENSMUSG00000034690
Nlrp4f	MGI:2145528	ENSMUSG00000032999
Nlrp4g	MGI:3700744	ENSMUSG00000079741
Nlrp5	MGI:1345193	ENSMUSG00000015721
Nlrp6	MGI:2141990	ENSMUSG00000038745
Nlrp9b	MGI:2675377	ENSMUSG00000060508
Nlrx1	MGI:2429611	ENSMUSG00000032109
Nmb	MGI:1915289	ENSMUSG00000025723
Nmbr	MGI:1100525	ENSMUSG00000019865
Nmd3	MGI:2140103	ENSMUSG00000027787
Nme1	MGI:97355	ENSMUSG00000037601
Nme2	MGI:97356	ENSMUSG00000020857
Nme3	MGI:1930182	ENSMUSG00000073435
Nme4	MGI:1931148	ENSMUSG00000024177
Nme5	MGI:1922783	ENSMUSG00000035984
Nme6	MGI:1861676	ENSMUSG00000032478
Nme7	MGI:2449121	ENSMUSG00000026575
Nme8	MGI:1920662	ENSMUSG00000041138
Nme9	MGI:4359686	ENSMUSG00000046242
Nmi	MGI:1928368	ENSMUSG00000026946
Nmnat1	MGI:1913704	ENSMUSG00000028992
Nmnat2	MGI:2444155	ENSMUSG00000042751
Nmnat3	MGI:1921330	ENSMUSG00000032456
Nmral1	MGI:1915074	ENSMUSG00000063445
Nmrk1	MGI:2147434	ENSMUSG00000037847
Nmrk2	MGI:1916814	ENSMUSG00000004939
Nms	MGI:3583618	ENSMUSG00000067604
Nmt1	MGI:102579	ENSMUSG00000020936
Nmt2	MGI:1202298	ENSMUSG00000026643
Nmu	MGI:1860476	ENSMUSG00000029236
Nmur1	MGI:1341898	ENSMUSG00000026237
Nmur2	MGI:2441765	ENSMUSG00000037393
Nnat	MGI:104716	ENSMUSG00000067786
Nnmt	MGI:1099443	ENSMUSG00000032271
Nnt	MGI:109279	ENSMUSG00000025453
Noa1	MGI:1914306	ENSMUSG00000036285
Nob1	MGI:1914869	ENSMUSG00000003848
Nobox	MGI:108011	ENSMUSG00000029736
Noc2l	MGI:1931051	ENSMUSG00000095567
Noc3l	MGI:1932610	ENSMUSG00000024999
Noc4l	MGI:2140843	ENSMUSG00000033294
Noct	MGI:109382	ENSMUSG00000023087
Nod1	MGI:1341839	ENSMUSG00000038058
Nod2	MGI:2429397	ENSMUSG00000055994
Nodal	MGI:97359	ENSMUSG00000037171
Nog	MGI:104327	ENSMUSG00000048616
Nol10	MGI:2684913	ENSMUSG00000061458
Nol11	MGI:1916229	ENSMUSG00000018433
Nol12	MGI:2146285	ENSMUSG00000033099
Nol3	MGI:1925938	ENSMUSG00000014776
Nol4	MGI:2441684	ENSMUSG00000041923
Nol4l	MGI:1918765	ENSMUSG00000061411
Nol6	MGI:2140151	ENSMUSG00000028430
Nol7	MGI:1917328	ENSMUSG00000063200
Nol8	MGI:1918180	ENSMUSG00000021392
Nol9	MGI:1921285	ENSMUSG00000028948
Nolc1	MGI:1918019	ENSMUSG00000015176
Nom1	MGI:1861749	ENSMUSG00000001569
Nomo1	MGI:2385850	ENSMUSG00000030835
Nono	MGI:1855692	ENSMUSG00000031311
Nop10	MGI:1913431	ENSMUSG00000027133
Nop14	MGI:1922666	ENSMUSG00000036693
Nop16	MGI:107862	ENSMUSG00000025869
Nop2	MGI:107891	ENSMUSG00000038279
Nop53	MGI:2154441	ENSMUSG00000041560
Nop56	MGI:1914384	ENSMUSG00000027405
Nop58	MGI:1933184	ENSMUSG00000026020
Nop9	MGI:1915092	ENSMUSG00000019297
Nos1	MGI:97360	ENSMUSG00000029361
Nos1ap	MGI:1917979	ENSMUSG00000038473
Nos2	MGI:97361	ENSMUSG00000020826
Nos3	MGI:97362	ENSMUSG00000028978
Nosip	MGI:1913644	ENSMUSG00000003421
Nostrin	MGI:3606242	ENSMUSG00000034738
Notch1	MGI:97363	ENSMUSG00000026923
Notch2	MGI:97364	ENSMUSG00000027878
Notch3	MGI:99460	ENSMUSG00000038146
Notch4	MGI:107471	ENSMUSG00000015468
Noto	MGI:3053002	ENSMUSG00000068302
Notum	MGI:1924833	ENSMUSG00000042988
Nov	MGI:109185	ENSMUSG00000037362
Nova1	MGI:104297	ENSMUSG00000021047
Nova2	MGI:104296	ENSMUSG00000030411
Nox1	MGI:2450016	ENSMUSG00000031257
Nox3	MGI:2681162	ENSMUSG00000023802
Nox4	MGI:1354184	ENSMUSG00000030562
Noxa1	MGI:2449980	ENSMUSG00000036805
Noxo1	MGI:1919143	ENSMUSG00000019320
Noxred1	MGI:1918525	ENSMUSG00000072919
Npas1	MGI:109205	ENSMUSG00000001988
Npas2	MGI:109232	ENSMUSG00000026077
Npas3	MGI:1351610	ENSMUSG00000021010
Npas4	MGI:2664186	ENSMUSG00000045903
Npat	MGI:107605	ENSMUSG00000033054
Npb	MGI:2387153	ENSMUSG00000044034
Npbwr1	MGI:891989	ENSMUSG00000033774
Npc1	MGI:1097712	ENSMUSG00000024413
Npc1l1	MGI:2685089	ENSMUSG00000020447
Npc2	MGI:1915213	ENSMUSG00000021242
Npdc1	MGI:1099802	ENSMUSG00000015094
Npepl1	MGI:2448523	ENSMUSG00000039263
Npepps	MGI:1101358	ENSMUSG00000001441
Npff	MGI:1891708	ENSMUSG00000023052
Npffr1	MGI:2685082	ENSMUSG00000020090
Npffr2	MGI:1860130	ENSMUSG00000035528
Nphp1	MGI:1858233	ENSMUSG00000027378
Nphp3	MGI:1921275	ENSMUSG00000032558
Nphp4	MGI:2384210	ENSMUSG00000039577
Nphs1	MGI:1859637	ENSMUSG00000006649
Nphs2	MGI:2157018	ENSMUSG00000026602
Npl	MGI:1921341	ENSMUSG00000042684
Nploc4	MGI:2679787	ENSMUSG00000039703
Npm1	MGI:106184	ENSMUSG00000057113
Npm2	MGI:1890811	ENSMUSG00000047911
Npm3	MGI:894653	ENSMUSG00000056209
Npnt	MGI:2148811	ENSMUSG00000040998
Nppa	MGI:97367	ENSMUSG00000041616
Nppb	MGI:97368	ENSMUSG00000029019
Nppc	MGI:97369	ENSMUSG00000026241
Npr1	MGI:97371	ENSMUSG00000027931
Npr2	MGI:97372	ENSMUSG00000028469
Npr3	MGI:97373	ENSMUSG00000022206
Nprl2	MGI:1914482	ENSMUSG00000010057
Nprl3	MGI:109258	ENSMUSG00000020289
Nps	MGI:3642232	ENSMUSG00000073804
Npsr1	MGI:2441738	ENSMUSG00000043659
Nptn	MGI:108077	ENSMUSG00000032336
Nptx1	MGI:107811	ENSMUSG00000025582
Nptx2	MGI:1858209	ENSMUSG00000059991
Nptxr	MGI:1920590	ENSMUSG00000022421
Npvf	MGI:1926488	ENSMUSG00000029831
Npw	MGI:2685781	ENSMUSG00000071230
Npy	MGI:97374	ENSMUSG00000029819
Npy1r	MGI:104963	ENSMUSG00000036437
Npy2r	MGI:108418	ENSMUSG00000028004
Npy4r	MGI:105374	ENSMUSG00000048337
Npy5r	MGI:108082	ENSMUSG00000044014
Nqo1	MGI:103187	ENSMUSG00000003849
Nqo2	MGI:104513	ENSMUSG00000046949
Nr0b1	MGI:1352460	ENSMUSG00000025056
Nr0b2	MGI:1346344	ENSMUSG00000037583
Nr1d1	MGI:2444210	ENSMUSG00000020889
Nr1d2	MGI:2449205	ENSMUSG00000021775
Nr1h2	MGI:1352463	ENSMUSG00000060601
Nr1h3	MGI:1352462	ENSMUSG00000002108
Nr1h4	MGI:1352464	ENSMUSG00000047638
Nr1h5	MGI:3026618	ENSMUSG00000048938
Nr1i2	MGI:1337040	ENSMUSG00000022809
Nr1i3	MGI:1346307	ENSMUSG00000005677
Nr2c1	MGI:1352465	ENSMUSG00000005897
Nr2c2	MGI:1352466	ENSMUSG00000005893
Nr2c2ap	MGI:1922942	ENSMUSG00000071078
Nr2e1	MGI:1100526	ENSMUSG00000019803
Nr2e3	MGI:1346317	ENSMUSG00000032292
Nr2f1	MGI:1352451	ENSMUSG00000069171
Nr2f2	MGI:1352452	ENSMUSG00000030551
Nr2f6	MGI:1352453	ENSMUSG00000002393
Nr3c1	MGI:95824	ENSMUSG00000024431
Nr3c2	MGI:99459	ENSMUSG00000031618
Nr4a1	MGI:1352454	ENSMUSG00000023034
Nr4a2	MGI:1352456	ENSMUSG00000026826
Nr4a3	MGI:1352457	ENSMUSG00000028341
Nr5a1	MGI:1346833	ENSMUSG00000026751
Nr5a2	MGI:1346834	ENSMUSG00000026398
Nr6a1	MGI:1352459	ENSMUSG00000063972
Nradd	MGI:1914419	ENSMUSG00000032491
Nrap	MGI:1098765	ENSMUSG00000049134
Nrarp	MGI:1914372	ENSMUSG00000078202
Nras	MGI:97376	ENSMUSG00000027852
Nrbf2	MGI:1354950	ENSMUSG00000075000
Nrbp1	MGI:2183436	ENSMUSG00000029148
Nrbp2	MGI:2385017	ENSMUSG00000075590
Nrcam	MGI:104750	ENSMUSG00000020598
Nrd1	MGI:1201386	ENSMUSG00000053510
Nrde2	MGI:2670969	ENSMUSG00000021179
Nrep	MGI:99444	ENSMUSG00000042834
Nrf1	MGI:1332235	ENSMUSG00000058440
Nrg1	MGI:96083	ENSMUSG00000062991
Nrg2	MGI:1098246	ENSMUSG00000060275
Nrg3	MGI:1097165	ENSMUSG00000041014
Nrg4	MGI:1933833	ENSMUSG00000032311
Nrgn	MGI:1927184	ENSMUSG00000053310
Nrip1	MGI:1315213	ENSMUSG00000048490
Nrip2	MGI:1891884	ENSMUSG00000001520
Nrip3	MGI:1925843	ENSMUSG00000034825
Nrk	MGI:1351326	ENSMUSG00000052854
Nrl	MGI:102567	ENSMUSG00000040632
Nrm	MGI:2146855	ENSMUSG00000059791
Nrn1	MGI:1915654	ENSMUSG00000039114
Nrn1l	MGI:2443642	ENSMUSG00000044287
Nrp1	MGI:106206	ENSMUSG00000025810
Nrp2	MGI:1100492	ENSMUSG00000025969
Nrros	MGI:2445095	ENSMUSG00000052384
Nrsn1	MGI:894662	ENSMUSG00000048978
Nrsn2	MGI:2684969	ENSMUSG00000059361
Nrtn	MGI:108417	ENSMUSG00000039481
Nrxn1	MGI:1096391	ENSMUSG00000024109
Nrxn2	MGI:1096362	ENSMUSG00000033768
Nrxn3	MGI:1096389	ENSMUSG00000066392
Nsa2	MGI:1913883	ENSMUSG00000060739
Nsd1	MGI:1276545	ENSMUSG00000021488
Nsd2	MGI:1276574	ENSMUSG00000057406
Nsd3	MGI:2142581	ENSMUSG00000054823
Nsdhl	MGI:1099438	ENSMUSG00000031349
Nsf	MGI:104560	ENSMUSG00000034187
Nsfl1c	MGI:3042273	ENSMUSG00000027455
Nsg1	MGI:109149	ENSMUSG00000029126
Nsg2	MGI:1202070	ENSMUSG00000020297
Nsl1	MGI:2685830	ENSMUSG00000062510
Nsmaf	MGI:1341864	ENSMUSG00000028245
Nsmce1	MGI:1914961	ENSMUSG00000030750
Nsmce2	MGI:1915751	ENSMUSG00000059586
Nsmce3	MGI:1913897	ENSMUSG00000070520
Nsmce4a	MGI:1915122	ENSMUSG00000040331
Nsmf	MGI:1861755	ENSMUSG00000006476
Nsrp1	MGI:2144305	ENSMUSG00000037958
Nsun2	MGI:107252	ENSMUSG00000021595
Nsun3	MGI:2146565	ENSMUSG00000050312
Nsun4	MGI:1919431	ENSMUSG00000028706
Nsun5	MGI:2140844	ENSMUSG00000000916
Nsun6	MGI:1921705	ENSMUSG00000026707
Nsun7	MGI:1918168	ENSMUSG00000029206
Nt5c	MGI:1354954	ENSMUSG00000020736
Nt5c1a	MGI:2155700	ENSMUSG00000054958
Nt5c1b	MGI:1918131	ENSMUSG00000020622
Nt5c2	MGI:2178563	ENSMUSG00000025041
Nt5c3	MGI:1927186	ENSMUSG00000029780
Nt5c3b	MGI:1915356	ENSMUSG00000017176
Nt5dc1	MGI:2442446	ENSMUSG00000039480
Nt5dc2	MGI:1917271	ENSMUSG00000071547
Nt5dc3	MGI:3513266	ENSMUSG00000054027
Nt5e	MGI:99782	ENSMUSG00000032420
Nt5m	MGI:1917127	ENSMUSG00000032615
Ntan1	MGI:108471	ENSMUSG00000022681
Ntf3	MGI:97380	ENSMUSG00000049107
Ntf5	MGI:97381	ENSMUSG00000074121
Nthl1	MGI:1313275	ENSMUSG00000041429
Ntm	MGI:2446259	ENSMUSG00000059974
Ntmt1	MGI:1913867	ENSMUSG00000026857
Ntn1	MGI:105088	ENSMUSG00000020902
Ntn4	MGI:1888978	ENSMUSG00000020019
Ntn5	MGI:2685330	ENSMUSG00000070564
Ntng1	MGI:1934028	ENSMUSG00000059857
Ntng2	MGI:2159341	ENSMUSG00000035513
Ntpcr	MGI:1913816	ENSMUSG00000031851
Ntrk1	MGI:97383	ENSMUSG00000028072
Ntrk2	MGI:97384	ENSMUSG00000055254
Ntrk3	MGI:97385	ENSMUSG00000059146
Nts	MGI:1328351	ENSMUSG00000019890
Ntsr1	MGI:97386	ENSMUSG00000027568
Ntsr2	MGI:108018	ENSMUSG00000020591
Nuak1	MGI:1925226	ENSMUSG00000020032
Nuak2	MGI:1921387	ENSMUSG00000009772
Nub1	MGI:1889001	ENSMUSG00000028954
Nubp1	MGI:1347073	ENSMUSG00000022503
Nubp2	MGI:1347072	ENSMUSG00000039183
Nubpl	MGI:1924076	ENSMUSG00000035142
Nucb1	MGI:97388	ENSMUSG00000030824
Nucb2	MGI:1858179	ENSMUSG00000030659
Nucks1	MGI:1934811	ENSMUSG00000026434
Nudc	MGI:106014	ENSMUSG00000028851
Nudcd1	MGI:1914679	ENSMUSG00000038736
Nudcd2	MGI:1277103	ENSMUSG00000020328
Nudcd3	MGI:2144158	ENSMUSG00000053838
Nudt1	MGI:109280	ENSMUSG00000036639
Nudt10	MGI:2147931	ENSMUSG00000073293
Nudt11	MGI:1930957	ENSMUSG00000073295
Nudt12	MGI:1915243	ENSMUSG00000024228
Nudt13	MGI:1914975	ENSMUSG00000021809
Nudt14	MGI:1913424	ENSMUSG00000002804
Nudt15	MGI:2443366	ENSMUSG00000033405
Nudt16	MGI:1922936	ENSMUSG00000032565
Nudt16l1	MGI:1914161	ENSMUSG00000022516
Nudt17	MGI:1925623	ENSMUSG00000028100
Nudt18	MGI:2385853	ENSMUSG00000045211
Nudt19	MGI:94203	ENSMUSG00000034875
Nudt2	MGI:1913651	ENSMUSG00000028443
Nudt21	MGI:1915469	ENSMUSG00000031754
Nudt22	MGI:1915573	ENSMUSG00000037349
Nudt3	MGI:1928484	ENSMUSG00000024213
Nudt4	MGI:1918457	ENSMUSG00000020029
Nudt5	MGI:1858232	ENSMUSG00000025817
